id;name;suhu;kelembaban;cahaya;keran;date
1430;syarif;28;95;06.07;67.05.00;21/07/20 10.13
1431;syarif;28;95;0,302777778;67.05.00;21/07/20 10.13
1432;syarif;28;95;0,253472222;67.05.00;21/07/20 10.13
1433;syarif;28;95;0,315972222;67.05.00;21/07/20 10.13
1434;syarif;28;95;0,307638889;67.05.00;21/07/20 10.13
1435;syarif;28;95;0,294444444;67.05.00;21/07/20 10.14
1436;syarif;27;95;05.59;60;21/07/20 10.14
1437;syarif;28;95;06.02;67.05.00;21/07/20 10.14
1438;syarif;28;95;06.26;67.05.00;21/07/20 10.14
1439;syarif;28;95;06.14;67.05.00;21/07/20 10.14
1440;syarif;27;95;05.17;60;21/07/20 10.14
1441;syarif;28;95;0,219444444;67.05.00;21/07/20 10.14
1442;syarif;28;95;05.05;67.05.00;21/07/20 10.15
1443;syarif;28;95;0,231944444;67.05.00;21/07/20 10.15
1444;syarif;28;95;0,231944444;67.05.00;21/07/20 10.15
1445;syarif;28;95;0,223611111;67.05.00;21/07/20 10.15
1446;syarif;28;95;0,227777778;67.05.00;21/07/20 10.15
1447;syarif;28;95;03.56;67.05.00;21/07/20 10.15
1448;syarif;27;95;05.05;60;21/07/20 10.15
1449;syarif;27;95;05.05;60;21/07/20 10.16
1450;syarif;28;95;04.58;67.05.00;21/07/20 10.16
1451;syarif;28;95;0,235416667;67.05.00;21/07/20 10.16
1452;syarif;28;95;0,219444444;67.05.00;21/07/20 10.16
1453;syarif;28;95;0,219444444;67.05.00;21/07/20 10.16
1454;syarif;27;95;0,219444444;60;21/07/20 10.16
1455;syarif;28;95;0,211111111;67.05.00;21/07/20 10.16
1456;syarif;28;95;0,227777778;67.05.00;21/07/20 10.17
1457;syarif;28;95;05.17;67.05.00;21/07/20 10.17
1458;syarif;27;95;05.05;60;21/07/20 10.17
1459;syarif;27;95;05.23;60;21/07/20 10.17
1460;syarif;28;95;05.59;67.05.00;21/07/20 10.17
1461;syarif;27;95;05.53;60;21/07/20 10.17
1462;syarif;27;95;0,253472222;60;21/07/20 10.17
1463;syarif;27;95;05.29;60;21/07/20 10.17
1464;syarif;27;95;05.59;60;21/07/20 10.18
1465;syarif;27;95;0,257638889;60;21/07/20 10.18
1466;syarif;27;95;0,253472222;60;21/07/20 10.18
1467;syarif;27;95;0,261805556;60;21/07/20 10.18
1468;syarif;27;95;0,227777778;60;21/07/20 10.18
1469;syarif;27;95;0,219444444;60;21/07/20 10.18
1470;syarif;27;95;05.29;60;21/07/20 10.18
1471;syarif;27;95;05.41;60;21/07/20 10.19
1472;syarif;27;95;0,253472222;60;21/07/20 10.19
1473;syarif;28;95;05.35;67.05.00;21/07/20 10.19
1474;syarif;27;95;05.35;60;21/07/20 10.19
1475;syarif;27;95;05.41;60;21/07/20 10.19
1476;syarif;27;95;05.47;60;21/07/20 10.19
1477;syarif;27;95;05.35;60;21/07/20 10.19
1478;syarif;27;95;0,231944444;60;21/07/20 10.20
1479;syarif;27;95;0,275;60;21/07/20 10.20
1480;syarif;27;95;07.02;60;21/07/20 10.20
1481;syarif;27;95;07.04;60;21/07/20 10.20
1482;syarif;27;95;07.27;60;21/07/20 10.20
1483;syarif;27;95;07.21;60;21/07/20 10.20
1484;syarif;27;95;0,311805556;60;21/07/20 10.20
1485;syarif;27;95;0,302777778;60;21/07/20 10.21
1486;syarif;27;95;07.27;60;21/07/20 10.21
1487;syarif;27;95;07.04;60;21/07/20 10.21
1488;syarif;27;95;05.09;60;21/07/20 10.21
1489;syarif;27;95;0,355555556;60;21/07/20 10.21
1490;syarif;27;95;0,3375;60;21/07/20 10.21
1491;syarif;27;95;07.53;60;21/07/20 10.21
1492;syarif;27;95;0,341666667;60;21/07/20 10.22
1493;syarif;27;95;07.53;60;21/07/20 10.22
1494;syarif;27;95;07.04;60;21/07/20 10.22
1495;syarif;27;95;07.46;60;21/07/20 10.22
1496;syarif;27;95;07.14;60;21/07/20 10.22
1497;syarif;27;95;0,315972222;60;21/07/20 10.22
1498;syarif;27;95;06.26;60;21/07/20 10.22
1499;syarif;27;95;06.07;60;21/07/20 10.23
1500;syarif;27;95;06.51;60;21/07/20 10.23
1501;syarif;27;95;0,294444444;60;21/07/20 10.23
1502;syarif;27;95;03.44;60;21/07/20 10.23
1503;syarif;27;95;06.26;60;21/07/20 10.23
1504;syarif;27;95;0,294444444;60;21/07/20 10.23
1505;syarif;27;95;0,227777778;60;21/07/20 10.23
1506;syarif;27;95;03.05;60;21/07/20 10.24
1507;syarif;27;95;0,190972222;60;21/07/20 10.24
1508;syarif;27;95;03.05;60;21/07/20 10.24
1509;syarif;27;95;0,257638889;60;21/07/20 10.24
1510;syarif;27;95;0,219444444;60;21/07/20 10.24
1511;syarif;27;95;04.07;60;21/07/20 10.24
1512;syarif;27;95;04.07;60;21/07/20 10.24
1513;syarif;27;95;0,219444444;60;21/07/20 10.25
1514;syarif;27;95;04.53;60;21/07/20 10.25
1515;syarif;27;95;04.53;60;21/07/20 10.25
1516;syarif;27;95;04.47;60;21/07/20 10.25
1517;syarif;27;95;04.58;60;21/07/20 10.25
1518;syarif;27;95;0,211111111;60;21/07/20 10.25
1519;syarif;27;95;04.58;60;21/07/20 10.25
1520;syarif;27;95;04.18;60;21/07/20 10.26
1521;syarif;27;95;04.53;60;21/07/20 10.26
1522;syarif;27;95;04.24;60;21/07/20 10.26
1523;syarif;27;95;04.18;60;21/07/20 10.26
1524;syarif;27;95;04.29;60;21/07/20 10.26
1525;syarif;27;95;0,179166667;60;21/07/20 10.26
1526;syarif;27;95;04.24;60;21/07/20 10.26
1527;syarif;27;95;04.29;60;21/07/20 10.26
1528;syarif;27;95;04.47;60;21/07/20 10.27
1529;syarif;27;95;04.58;60;21/07/20 10.27
1530;syarif;27;95;04.35;60;21/07/20 10.27
1531;syarif;27;95;04.35;60;21/07/20 10.27
1532;syarif;27;95;04.24;60;21/07/20 10.27
1533;syarif;27;95;04.29;60;21/07/20 10.27
1534;syarif;27;95;04.47;60;21/07/20 10.27
1535;syarif;27;95;04.53;60;21/07/20 10.28
1536;syarif;27;95;04.24;60;21/07/20 10.28
1537;syarif;27;95;04.35;60;21/07/20 10.28
1538;syarif;27;95;04.35;60;21/07/20 10.28
1539;syarif;27;95;04.47;60;21/07/20 10.28
1540;syarif;27;95;04.18;60;21/07/20 10.28
1541;syarif;27;95;04.18;60;21/07/20 10.28
1542;syarif;27;95;04.18;60;21/07/20 10.29
1543;syarif;27;95;04.18;60;21/07/20 10.29
1544;syarif;27;95;04.18;60;21/07/20 10.29
1545;syarif;27;95;04.07;60;21/07/20 10.29
1546;syarif;27;95;04.12;60;21/07/20 10.29
1547;syarif;27;95;04.18;60;21/07/20 10.29
1548;syarif;27;95;0,190972222;60;21/07/20 10.29
1549;syarif;27;95;04.07;60;21/07/20 10.30
1550;syarif;27;95;0,183333333;60;21/07/20 10.30
1551;syarif;27;95;0,190972222;60;21/07/20 10.30
1552;syarif;27;95;04.12;60;21/07/20 10.30
1553;syarif;27;95;04.07;60;21/07/20 10.30
1554;syarif;27;95;04.01;60;21/07/20 10.30
1555;syarif;27;95;0,190972222;60;21/07/20 10.30
1556;syarif;27;95;0,186805556;60;21/07/20 10.31
1557;syarif;27;95;04.01;60;21/07/20 10.31
1558;syarif;27;95;04.01;60;21/07/20 10.31
1559;syarif;27;95;03.56;60;21/07/20 10.31
1560;syarif;27;95;04.01;60;21/07/20 10.31
1561;syarif;27;95;04.12;60;21/07/20 10.31
1562;syarif;27;95;0,179166667;60;21/07/20 10.31
1563;syarif;27;95;04.12;60;21/07/20 10.32
1564;syarif;27;95;04.07;60;21/07/20 10.32
1565;syarif;27;95;0,190972222;60;21/07/20 10.32
1566;syarif;27;95;0,190972222;60;21/07/20 10.32
1567;syarif;27;95;04.01;60;21/07/20 10.32
1568;syarif;27;95;0,190972222;60;21/07/20 10.32
1569;syarif;27;95;04.01;60;21/07/20 10.32
1570;syarif;27;95;04.01;60;21/07/20 10.33
1571;syarif;27;95;0,186805556;60;21/07/20 10.33
1572;syarif;27;95;0,183333333;60;21/07/20 10.33
1573;syarif;27;95;3;60;21/07/20 10.33
1574;syarif;27;95;03.05;60;21/07/20 10.33
1575;syarif;27;95;04.29;60;21/07/20 10.33
1576;syarif;27;95;0,211111111;60;21/07/20 10.33
1577;syarif;27;95;04.35;60;21/07/20 10.33
1578;syarif;27;95;04.18;60;21/07/20 10.34
1579;syarif;27;95;0,129861111;60;21/07/20 10.34
1580;syarif;27;95;03.28;60;21/07/20 10.34
1581;syarif;27;95;02.57;60;21/07/20 10.34
1582;syarif;27;95;0,167361111;60;21/07/20 10.34
1583;syarif;27;95;0,171527778;60;21/07/20 10.34
1584;syarif;27;95;02.35;60;21/07/20 10.38
1585;syarif;27;95;0,051388889;45;21/07/20 10.39
1586;syarif;27;95;02.03;60;21/07/20 10.39
1587;syarif;27;95;02.57;60;21/07/20 10.39
1588;syarif;27;95;0,126388889;60;21/07/20 10.39
1589;syarif;27;95;0,126388889;60;21/07/20 10.39
1590;syarif;27;95;0,1375;60;21/07/20 10.39
1591;syarif;27;95;0,141666667;60;21/07/20 10.39
1592;syarif;27;95;0,129861111;60;21/07/20 10.39
1593;syarif;27;95;0,129861111;60;21/07/20 10.40
1594;syarif;27;95;0,129861111;60;21/07/20 10.40
1595;syarif;27;95;0,129861111;60;21/07/20 10.40
1596;syarif;27;95;0,126388889;60;21/07/20 10.40
1597;syarif;27;95;0,134027778;60;21/07/20 10.40
1598;syarif;27;95;0,134027778;60;21/07/20 10.40
1599;syarif;27;95;0,109722222;60;21/07/20 10.40
1600;syarif;27;95;06.39;60;21/07/20 10.41
1601;syarif;27;95;05.29;60;21/07/20 10.41
1602;syarif;27;95;0,098611111;60;21/07/20 10.41
1603;syarif;27;95;0,098611111;60;21/07/20 10.41
1604;syarif;27;95;0,102083333;60;21/07/20 10.41
1605;syarif;27;95;0,0875;60;21/07/20 10.41
1606;syarif;27;95;0,098611111;60;21/07/20 10.41
1607;syarif;27;95;0,098611111;60;21/07/20 10.42
1608;syarif;27;95;0,102083333;60;21/07/20 10.42
1609;syarif;27;95;02.09;60;21/07/20 10.42
1610;syarif;27;95;0,109722222;60;21/07/20 10.42
1611;syarif;27;95;02.03;60;21/07/20 10.42
1612;syarif;27;95;02.09;60;21/07/20 10.42
1613;syarif;27;95;0,098611111;60;21/07/20 10.42
1614;syarif;27;95;0,109722222;60;21/07/20 10.43
1615;syarif;27;95;02.03;60;21/07/20 10.43
1616;syarif;27;95;02.14;60;21/07/20 10.43
1617;syarif;27;95;02.24;60;21/07/20 10.43
1618;syarif;27;95;02.24;60;21/07/20 10.43
1619;syarif;27;95;02.03;60;21/07/20 10.43
1620;syarif;27;95;02.09;60;21/07/20 10.43
1621;syarif;27;95;02.03;60;21/07/20 10.44
1622;syarif;27;95;02.19;60;21/07/20 10.44
1623;syarif;27;95;02.14;60;21/07/20 10.44
1624;syarif;27;95;02.03;60;21/07/20 10.44
1625;syarif;27;95;02.14;60;21/07/20 10.44
1626;syarif;27;95;02.19;60;21/07/20 10.44
1627;syarif;27;95;02.24;60;21/07/20 10.44
1628;syarif;27;95;02.24;60;21/07/20 10.45
1629;syarif;27;95;02.24;60;21/07/20 10.45
1630;syarif;27;95;02.09;60;21/07/20 10.45
1631;syarif;27;95;02.24;60;21/07/20 10.45
1632;syarif;27;95;02.14;60;21/07/20 10.45
1633;syarif;27;95;02.03;60;21/07/20 10.45
1634;syarif;27;95;02.24;60;21/07/20 10.45
1635;syarif;27;95;02.03;60;21/07/20 10.46
1636;syarif;27;95;02.03;60;21/07/20 10.46
1637;syarif;27;95;02.14;60;21/07/20 10.46
1638;syarif;27;95;02.35;60;21/07/20 10.46
1639;syarif;27;95;02.03;60;21/07/20 10.46
1640;syarif;27;95;02.24;60;21/07/20 10.46
1641;syarif;27;95;02.19;60;21/07/20 10.46
1642;syarif;27;95;02.24;60;21/07/20 10.47
1643;syarif;27;95;02.19;60;21/07/20 10.47
1644;syarif;27;95;02.09;60;21/07/20 10.47
1645;syarif;27;95;02.14;60;21/07/20 10.47
1646;syarif;27;95;01.05;60;21/07/20 10.47
1647;syarif;27;95;01.51;60;21/07/20 10.47
1648;syarif;27;95;01.46;60;21/07/20 10.47
1649;syarif;27;95;0,084027778;60;21/07/20 10.47
1650;syarif;27;95;01.46;60;21/07/20 10.48
1651;syarif;27;95;0,084027778;60;21/07/20 10.48
1652;syarif;27;95;0,0875;60;21/07/20 10.48
1653;syarif;27;95;0,098611111;60;21/07/20 10.48
1654;syarif;27;95;0,098611111;60;21/07/20 10.48
1655;syarif;27;95;0,098611111;60;21/07/20 10.48
1656;syarif;27;95;0,091666667;60;21/07/20 10.48
1657;syarif;27;95;0,0875;60;21/07/20 10.49
1658;syarif;27;95;0,091666667;60;21/07/20 10.49
1659;syarif;27;95;0,091666667;60;21/07/20 10.49
1660;syarif;27;95;0,109722222;60;21/07/20 10.49
1661;syarif;27;95;02.03;60;21/07/20 10.49
1662;syarif;27;95;0,10625;60;21/07/20 10.49
1663;syarif;27;95;02.03;60;21/07/20 10.49
1664;syarif;27;95;0,102083333;60;21/07/20 10.50
1665;syarif;27;95;0,102083333;60;21/07/20 10.50
1666;syarif;27;95;0,10625;60;21/07/20 10.50
1667;syarif;27;95;0,098611111;60;21/07/20 10.50
1668;syarif;27;95;0,0875;60;21/07/20 10.50
1669;syarif;27;95;0,0875;60;21/07/20 10.50
1670;syarif;27;95;0,10625;60;21/07/20 10.50
1671;syarif;27;95;0,109722222;60;21/07/20 10.51
1672;syarif;27;95;0,10625;60;21/07/20 10.51
1673;syarif;27;95;0,091666667;60;21/07/20 10.51
1674;syarif;27;95;0,109722222;60;21/07/20 10.51
1675;syarif;27;95;0,10625;60;21/07/20 10.51
1676;syarif;27;95;0,10625;60;21/07/20 10.51
1677;syarif;27;95;0,091666667;60;21/07/20 10.51
1678;syarif;27;95;0,0875;60;21/07/20 10.52
1679;syarif;27;95;0,098611111;60;21/07/20 10.52
1680;syarif;27;95;0,091666667;60;21/07/20 10.52
1681;syarif;27;95;0,084027778;60;21/07/20 10.52
1682;syarif;27;95;0,0875;60;21/07/20 10.52
1683;syarif;27;95;0,091666667;60;21/07/20 10.52
1684;syarif;27;95;0,0875;60;21/07/20 10.52
1685;syarif;27;95;0,0875;60;21/07/20 10.53
1686;syarif;27;95;0,102083333;60;21/07/20 10.53
1687;syarif;27;95;0,091666667;60;21/07/20 10.53
1688;syarif;27;95;0,102083333;60;21/07/20 10.53
1689;syarif;27;95;0,10625;60;21/07/20 10.53
1690;syarif;27;95;0,091666667;60;21/07/20 10.53
1691;syarif;27;95;0,098611111;60;21/07/20 10.53
1692;syarif;27;95;0,098611111;60;21/07/20 10.53
1693;syarif;27;95;0,10625;60;21/07/20 10.54
1694;syarif;27;95;0,098611111;60;21/07/20 10.54
1695;syarif;27;95;0,102083333;60;21/07/20 10.54
1696;syarif;27;95;0,10625;60;21/07/20 10.54
1697;syarif;27;95;0,10625;60;21/07/20 10.54
1698;syarif;27;95;0,109722222;60;21/07/20 10.54
1699;syarif;27;95;0,10625;60;21/07/20 10.54
1700;syarif;27;95;0,109722222;60;21/07/20 10.55
1701;syarif;27;95;0,109722222;60;21/07/20 10.55
1702;syarif;27;95;0,10625;60;21/07/20 10.55
1703;syarif;27;95;0,10625;60;21/07/20 10.55
1704;syarif;27;95;02.19;60;21/07/20 10.55
1705;syarif;27;95;0,109722222;60;21/07/20 10.55
1706;syarif;27;95;02.03;60;21/07/20 10.55
1707;syarif;27;95;02.03;60;21/07/20 10.56
1708;syarif;27;95;02.14;60;21/07/20 10.56
1709;syarif;27;95;02.14;60;21/07/20 10.56
1710;syarif;27;95;02.14;60;21/07/20 10.56
1711;syarif;27;95;02.24;60;21/07/20 10.56
1712;syarif;27;95;02.14;60;21/07/20 10.56
1713;syarif;27;95;02.24;60;21/07/20 10.56
1714;syarif;27;95;02.14;60;21/07/20 10.57
1715;syarif;27;95;02.51;60;21/07/20 10.57
1716;syarif;27;95;0,126388889;60;21/07/20 10.57
1717;syarif;27;95;02.57;60;21/07/20 10.57
1718;syarif;27;95;02.57;60;21/07/20 10.57
1719;syarif;27;95;02.51;60;21/07/20 10.57
1720;syarif;27;95;0,1375;60;21/07/20 10.57
1721;syarif;27;95;0,145138889;60;21/07/20 10.58
1722;syarif;27;81;0,129861111;46;21/07/20 10.58
1723;syarif;27;95;0,149305556;60;21/07/20 10.58
1724;syarif;27;95;03.33;60;21/07/20 10.58
1725;syarif;27;95;03.44;60;21/07/20 10.58
1726;syarif;27;95;03.44;60;21/07/20 10.58
1727;syarif;27;95;03.05;60;21/07/20 10.58
1728;syarif;27;95;0,183333333;60;21/07/20 10.59
1729;syarif;27;95;03.56;60;21/07/20 10.59
1730;syarif;27;95;03.44;60;21/07/20 10.59
1731;syarif;27;95;03.33;60;21/07/20 10.59
1732;syarif;27;95;03.33;60;21/07/20 10.59
1733;syarif;27;95;03.17;60;21/07/20 10.59
1734;syarif;27;95;0,149305556;60;21/07/20 10.59
1735;syarif;27;95;0,134027778;60;21/07/20 11.00
1736;syarif;27;95;0,149305556;60;21/07/20 11.00
1737;syarif;27;95;02.51;60;21/07/20 11.00
1738;syarif;27;95;0,126388889;60;21/07/20 11.00
1739;syarif;27;93;03.28;58;21/07/20 11.00
1740;syarif;27;81;0,126388889;46;21/07/20 11.00
1741;syarif;27;81;02.46;46;21/07/20 11.01
1742;syarif;27;86;02.03;51;21/07/20 11.01
1743;syarif;27;90;02.03;55;21/07/20 11.01
1744;syarif;27;93;02.03;58;21/07/20 11.01
1745;syarif;27;95;02.24;60;21/07/20 11.01
1746;syarif;27;95;02.35;60;21/07/20 11.01
1747;syarif;27;95;02.24;60;21/07/20 11.01
1748;syarif;27;95;02.46;60;21/07/20 11.02
1749;syarif;27;95;02.35;60;21/07/20 11.02
1750;syarif;27;95;02.35;60;21/07/20 11.02
1751;syarif;27;95;02.35;60;21/07/20 11.02
1752;syarif;27;95;02.24;60;21/07/20 11.02
1753;syarif;27;95;02.19;60;21/07/20 11.02
1754;syarif;27;95;02.35;60;21/07/20 11.02
1755;syarif;27;95;02.03;60;21/07/20 11.03
1756;syarif;27;95;02.35;60;21/07/20 11.03
1757;syarif;27;95;02.19;60;21/07/20 11.03
1758;syarif;27;95;02.03;60;21/07/20 11.03
1759;syarif;27;95;02.24;60;21/07/20 11.03
1760;syarif;27;95;02.03;60;21/07/20 11.03
1761;syarif;27;95;02.35;60;21/07/20 11.03
1762;syarif;27;95;02.03;60;21/07/20 11.04
1763;syarif;27;95;02.03;60;21/07/20 11.04
1764;syarif;27;95;02.19;60;21/07/20 11.04
1765;syarif;27;95;02.24;60;21/07/20 11.04
1766;syarif;27;94;02.03;59;21/07/20 11.04
1767;syarif;27;93;02.24;58;21/07/20 11.04
1768;syarif;27;92;02.03;57;21/07/20 11.04
1769;syarif;27;93;02.35;58;21/07/20 11.05
1770;syarif;27;92;02.19;57;21/07/20 11.05
1771;syarif;27;92;02.03;57;21/07/20 11.05
1772;syarif;27;91;02.24;56;21/07/20 11.05
1773;syarif;27;89;02.24;54;21/07/20 11.05
1774;syarif;27;86;02.35;51;21/07/20 11.05
1775;syarif;27;86;02.19;51;21/07/20 11.05
1776;syarif;27;86;02.03;51;21/07/20 11.06
1777;syarif;27;86;02.14;51;21/07/20 11.06
1778;syarif;27;82;02.19;47;21/07/20 11.06
1779;syarif;27;81;02.35;46;21/07/20 11.06
1780;syarif;27;81;02.24;46;21/07/20 11.06
1781;syarif;27;82;02.24;47;21/07/20 11.06
1782;syarif;27;82;02.19;47;21/07/20 11.06
1783;syarif;27;84;02.03;49;21/07/20 11.07
1784;syarif;27;85;02.03;50;21/07/20 11.07
1785;syarif;27;83;02.35;48;21/07/20 11.07
1786;syarif;27;81;02.19;46;21/07/20 11.07
1787;syarif;27;81;02.14;46;21/07/20 11.07
1788;syarif;27;81;02.14;46;21/07/20 11.07
1789;syarif;27;82;0,091666667;47;21/07/20 11.07
1790;syarif;27;83;02.19;48;21/07/20 11.08
1791;syarif;27;83;02.24;48;21/07/20 11.08
1792;syarif;27;83;0,126388889;48;21/07/20 11.08
1793;syarif;27;83;02.51;48;21/07/20 11.08
1794;syarif;27;83;02.35;48;21/07/20 11.08
1795;syarif;27;83;02.46;48;21/07/20 11.08
1796;syarif;27;84;02.35;49;21/07/20 11.08
1797;syarif;27;83;02.46;48;21/07/20 11.08
1798;syarif;27;81;02.46;46;21/07/20 11.09
1799;syarif;27;81;02.03;46;21/07/20 11.09
1800;syarif;27;82;02.19;47;21/07/20 11.09
1801;syarif;27;83;02.19;48;21/07/20 11.09
1802;syarif;27;83;02.35;48;21/07/20 11.09
1803;syarif;27;84;02.46;49;21/07/20 11.09
1804;syarif;27;86;02.51;51;21/07/20 11.09
1805;syarif;27;87;02.35;52;21/07/20 11.10
1806;syarif;27;87;02.35;52;21/07/20 11.10
1807;syarif;27;87;02.46;52;21/07/20 11.10
1808;syarif;27;87;02.35;52;21/07/20 11.10
1809;syarif;27;87;02.46;52;21/07/20 11.10
1810;syarif;27;87;02.51;52;21/07/20 11.10
1811;syarif;27;87;02.19;52;21/07/20 11.10
1812;syarif;27;87;02.35;52;21/07/20 11.11
1813;syarif;27;86;02.19;51;21/07/20 11.11
1814;syarif;27;85;02.35;50;21/07/20 11.11
1815;syarif;27;84;02.24;49;21/07/20 11.11
1816;syarif;27;83;02.03;48;21/07/20 11.11
1817;syarif;27;81;02.24;46;21/07/20 11.11
1818;syarif;27;95;02.03;60;21/07/20 11.11
1819;syarif;27;95;02.19;60;21/07/20 11.12
1820;syarif;27;95;02.24;60;21/07/20 11.12
1821;syarif;27;95;02.03;60;21/07/20 11.12
1822;syarif;27;95;02.19;60;21/07/20 11.12
1823;syarif;27;95;02.03;60;21/07/20 11.12
1824;syarif;27;95;02.24;60;21/07/20 11.12
1825;syarif;27;95;02.24;60;21/07/20 11.12
1826;syarif;27;95;02.35;60;21/07/20 11.13
1827;syarif;27;95;02.14;60;21/07/20 11.13
1828;syarif;27;95;02.14;60;21/07/20 11.13
1829;syarif;27;95;02.14;60;21/07/20 11.13
1830;syarif;27;95;02.03;60;21/07/20 11.13
1831;syarif;27;95;02.24;60;21/07/20 11.13
1832;syarif;27;95;02.24;60;21/07/20 11.13
1833;syarif;27;95;02.19;60;21/07/20 11.14
1834;syarif;27;95;02.24;60;21/07/20 11.14
1835;syarif;27;95;02.03;60;21/07/20 11.14
1836;syarif;27;82;02.03;47;21/07/20 11.14
1837;syarif;27;82;02.14;47;21/07/20 11.14
1838;syarif;27;83;02.19;48;21/07/20 11.14
1839;syarif;27;84;02.24;49;21/07/20 11.14
1840;syarif;27;86;02.03;51;21/07/20 11.14
1841;syarif;27;87;02.03;52;21/07/20 11.15
1842;syarif;27;87;02.03;52;21/07/20 11.15
1843;syarif;27;87;02.14;52;21/07/20 11.15
1844;syarif;27;84;02.24;49;21/07/20 11.15
1845;syarif;27;84;02.35;49;21/07/20 11.15
1846;syarif;27;84;02.24;49;21/07/20 11.15
1847;syarif;27;86;02.35;51;21/07/20 11.15
1848;syarif;27;87;02.35;52;21/07/20 11.16
1849;syarif;27;88;02.14;53;21/07/20 11.16
1850;syarif;27;89;02.24;54;21/07/20 11.16
1851;syarif;27;89;02.03;54;21/07/20 11.16
1852;syarif;27;89;02.24;54;21/07/20 11.16
1853;syarif;27;90;02.14;55;21/07/20 11.16
1854;syarif;27;90;02.09;55;21/07/20 11.16
1855;syarif;27;91;02.03;56;21/07/20 11.17
1856;syarif;27;90;0,098611111;55;21/07/20 11.17
1857;syarif;27;90;0,098611111;55;21/07/20 11.17
1858;syarif;27;89;0,098611111;54;21/07/20 11.17
1859;syarif;27;88;02.09;0;21/07/20 11.17
1860;syarif;27;90;0,126388889;0;21/07/20 11.17
1861;syarif;27;89;01.35;0;21/07/20 11.18
1862;syarif;27;87;01.51;0;21/07/20 11.18
1863;syarif;27;86;01.46;0;21/07/20 11.18
1864;syarif;27;87;01.02;0;21/07/20 11.18
1865;syarif;27;88;01.03;0;21/07/20 11.18
1866;syarif;27;90;01.41;0;21/07/20 11.18
1867;syarif;27;91;01.35;0;21/07/20 11.18
1868;syarif;27;91;01.03;0;21/07/20 11.19
1869;syarif;27;91;01.46;0;21/07/20 11.19
1870;syarif;27;91;01.51;0;21/07/20 11.19
1871;syarif;27;91;01.46;0;21/07/20 11.19
1872;syarif;27;91;01.41;0;21/07/20 11.19
1873;syarif;27;92;01.46;0;21/07/20 11.19
1874;syarif;27;92;01.41;0;21/07/20 11.19
1875;syarif;27;92;01.41;0;21/07/20 11.20
1876;syarif;27;92;01.51;0;21/07/20 11.20
1877;syarif;27;92;0,084027778;0;21/07/20 11.20
1878;syarif;27;92;01.35;0;21/07/20 11.20
1879;syarif;27;92;01.41;0;21/07/20 11.20
1880;syarif;27;92;01.51;0;21/07/20 11.20
1881;syarif;27;92;01.35;0;21/07/20 11.20
1882;syarif;27;92;01.03;0;21/07/20 11.21
1883;syarif;27;93;01.41;0;21/07/20 11.21
1884;syarif;27;93;01.41;0;21/07/20 11.21
1885;syarif;27;93;01.41;0;21/07/20 11.21
1886;syarif;27;93;01.56;0;21/07/20 11.21
